Coalition,t (event index),Shapley Value,Entity
Sum of contribution of events > t,-447,0.2714262679219246,cycling_6
Sum of contribution of events ≤ t,-447,3.725290298461914e-08,cycling_6
Sum of contribution of events > t,-448,0.2714262679219246,cycling_6
Sum of contribution of events ≤ t,-448,3.725290298461914e-08,cycling_6
Sum of contribution of events > t,-449,0.271426260471344,cycling_6
Sum of contribution of events ≤ t,-449,4.470348358154297e-08,cycling_6
Sum of contribution of events > t,-450,0.2714262679219246,cycling_6
Sum of contribution of events ≤ t,-450,3.725290298461914e-08,cycling_6
Sum of contribution of events > t,-451,0.271426260471344,cycling_6
Sum of contribution of events ≤ t,-451,4.470348358154297e-08,cycling_6
Sum of contribution of events > t,-452,0.271426260471344,cycling_6
Sum of contribution of events ≤ t,-452,4.470348358154297e-08,cycling_6
Sum of contribution of events > t,-453,0.271426260471344,cycling_6
Sum of contribution of events ≤ t,-453,4.470348358154297e-08,cycling_6
Sum of contribution of events > t,-454,0.271426260471344,cycling_6
Sum of contribution of events ≤ t,-454,4.470348358154297e-08,cycling_6
Sum of contribution of events > t,-455,0.2714262902736664,cycling_6
Sum of contribution of events ≤ t,-455,1.4901161193847656e-08,cycling_6
Sum of contribution of events > t,-456,0.271426260471344,cycling_6
Sum of contribution of events ≤ t,-456,4.470348358154297e-08,cycling_6
Sum of contribution of events > t,-457,0.2714262679219246,cycling_6
Sum of contribution of events ≤ t,-457,3.725290298461914e-08,cycling_6
Sum of contribution of events > t,-458,0.2714262679219246,cycling_6
Sum of contribution of events ≤ t,-458,3.725290298461914e-08,cycling_6
Sum of contribution of events > t,-459,0.2714262679219246,cycling_6
Sum of contribution of events ≤ t,-459,3.725290298461914e-08,cycling_6
Sum of contribution of events > t,-460,0.271426260471344,cycling_6
Sum of contribution of events ≤ t,-460,4.470348358154297e-08,cycling_6
Sum of contribution of events > t,-461,0.2714262679219246,cycling_6
Sum of contribution of events ≤ t,-461,3.725290298461914e-08,cycling_6
Sum of contribution of events > t,-462,0.271426260471344,cycling_6
Sum of contribution of events ≤ t,-462,4.470348358154297e-08,cycling_6
Sum of contribution of events > t,-463,0.271426260471344,cycling_6
Sum of contribution of events ≤ t,-463,4.470348358154297e-08,cycling_6
Sum of contribution of events > t,-464,0.271426260471344,cycling_6
Sum of contribution of events ≤ t,-464,4.470348358154297e-08,cycling_6
Sum of contribution of events > t,-465,0.271426260471344,cycling_6
Sum of contribution of events ≤ t,-465,4.470348358154297e-08,cycling_6
Sum of contribution of events > t,-466,0.271426260471344,cycling_6
Sum of contribution of events ≤ t,-466,4.470348358154297e-08,cycling_6
Sum of contribution of events > t,-467,0.271426260471344,cycling_6
Sum of contribution of events ≤ t,-467,4.470348358154297e-08,cycling_6
Sum of contribution of events > t,-468,0.271426260471344,cycling_6
Sum of contribution of events ≤ t,-468,4.470348358154297e-08,cycling_6
Sum of contribution of events > t,-469,0.2714262455701828,cycling_6
Sum of contribution of events ≤ t,-469,5.960464477539063e-08,cycling_6
Sum of contribution of events > t,-470,0.271426260471344,cycling_6
Sum of contribution of events ≤ t,-470,4.470348358154297e-08,cycling_6
Sum of contribution of events > t,-471,0.271426260471344,cycling_6
Sum of contribution of events ≤ t,-471,4.470348358154297e-08,cycling_6
Sum of contribution of events > t,-472,0.271426260471344,cycling_6
Sum of contribution of events ≤ t,-472,4.470348358154297e-08,cycling_6
Sum of contribution of events > t,-473,0.271426260471344,cycling_6
Sum of contribution of events ≤ t,-473,4.470348358154297e-08,cycling_6
Sum of contribution of events > t,-474,0.271426260471344,cycling_6
Sum of contribution of events ≤ t,-474,4.470348358154297e-08,cycling_6
Sum of contribution of events > t,-475,0.271426260471344,cycling_6
Sum of contribution of events ≤ t,-475,4.470348358154297e-08,cycling_6
Sum of contribution of events > t,-476,0.271426260471344,cycling_6
Sum of contribution of events ≤ t,-476,4.470348358154297e-08,cycling_6
Sum of contribution of events > t,-477,0.271426260471344,cycling_6
Sum of contribution of events ≤ t,-477,4.470348358154297e-08,cycling_6
Sum of contribution of events > t,-478,0.271426260471344,cycling_6
Sum of contribution of events ≤ t,-478,4.470348358154297e-08,cycling_6
Sum of contribution of events > t,-479,0.271426260471344,cycling_6
Sum of contribution of events ≤ t,-479,4.470348358154297e-08,cycling_6
Sum of contribution of events > t,-480,0.271426260471344,cycling_6
Sum of contribution of events ≤ t,-480,4.470348358154297e-08,cycling_6
Sum of contribution of events > t,0,1.4901161193847656e-08,cycling_8
Sum of contribution of events ≤ t,0,0.27720266580581665,cycling_8
Sum of contribution of events > t,-1,-0.0028697773814201355,cycling_8
Sum of contribution of events ≤ t,-1,0.280072458088398,cycling_8
Sum of contribution of events > t,-2,0.003701940178871155,cycling_8
Sum of contribution of events ≤ t,-2,0.2735007405281067,cycling_8
Sum of contribution of events > t,-3,0.027163095772266388,cycling_8
Sum of contribution of events ≤ t,-3,0.25003958493471146,cycling_8
Sum of contribution of events > t,-4,0.04370858520269394,cycling_8
Sum of contribution of events ≤ t,-4,0.2334940955042839,cycling_8
Sum of contribution of events > t,-5,0.06299669295549393,cycling_8
Sum of contribution of events ≤ t,-5,0.21420598775148392,cycling_8
Sum of contribution of events > t,-6,0.0807441994547844,cycling_8
Sum of contribution of events ≤ t,-6,0.19645848125219345,cycling_8
Sum of contribution of events > t,-7,0.11147025972604752,cycling_8
Sum of contribution of events ≤ t,-7,0.16573242098093033,cycling_8
Sum of contribution of events > t,-8,0.12862925976514816,cycling_8
Sum of contribution of events ≤ t,-8,0.14857342094182968,cycling_8
Sum of contribution of events > t,-9,0.14766446501016617,cycling_8
Sum of contribution of events ≤ t,-9,0.12953821569681168,cycling_8
Sum of contribution of events > t,-10,0.16222374886274338,cycling_8
Sum of contribution of events ≤ t,-10,0.11497893184423447,cycling_8
Sum of contribution of events > t,-11,0.17280478030443192,cycling_8
Sum of contribution of events ≤ t,-11,0.10439790040254593,cycling_8
Sum of contribution of events > t,-12,0.1786656156182289,cycling_8
Sum of contribution of events ≤ t,-12,0.09853706508874893,cycling_8
Sum of contribution of events > t,-13,0.19204740971326828,cycling_8
Sum of contribution of events ≤ t,-13,0.08515527099370956,cycling_8
Sum of contribution of events > t,-14,0.20231296867132187,cycling_8
Sum of contribution of events ≤ t,-14,0.07488971203565598,cycling_8
Sum of contribution of events > t,-15,0.20925893634557724,cycling_8
Sum of contribution of events ≤ t,-15,0.0679437443614006,cycling_8
Sum of contribution of events > t,-16,0.21531949192285538,cycling_8
Sum of contribution of events ≤ t,-16,0.06188318878412247,cycling_8
Sum of contribution of events > t,-17,0.2222544029355049,cycling_8
Sum of contribution of events ≤ t,-17,0.05494827777147293,cycling_8
Sum of contribution of events > t,-18,0.23119402676820755,cycling_8
Sum of contribution of events ≤ t,-18,0.046008653938770294,cycling_8
Sum of contribution of events > t,-19,0.236908458173275,cycling_8
Sum of contribution of events ≤ t,-19,0.04029422253370285,cycling_8
Sum of contribution of events > t,-20,0.23486129194498062,cycling_8
Sum of contribution of events ≤ t,-20,0.04234138876199722,cycling_8
Sum of contribution of events > t,-21,0.24197787791490555,cycling_8
Sum of contribution of events ≤ t,-21,0.035224802792072296,cycling_8
Sum of contribution of events > t,-22,0.24652323871850967,cycling_8
Sum of contribution of events ≤ t,-22,0.03067944198846817,cycling_8
Sum of contribution of events > t,-23,0.24756306409835815,cycling_8
Sum of contribution of events ≤ t,-23,0.02963961660861969,cycling_8
Sum of contribution of events > t,-24,0.2491389811038971,cycling_8
Sum of contribution of events ≤ t,-24,0.02806369960308075,cycling_8
Sum of contribution of events > t,-25,0.2521069720387459,cycling_8
Sum of contribution of events ≤ t,-25,0.025095708668231964,cycling_8
Sum of contribution of events > t,-26,0.2551160082221031,cycling_8
Sum of contribution of events ≤ t,-26,0.022086672484874725,cycling_8
Sum of contribution of events > t,-27,0.2579570934176445,cycling_8
Sum of contribution of events ≤ t,-27,0.019245587289333344,cycling_8
Sum of contribution of events > t,-28,0.2594671919941902,cycling_8
Sum of contribution of events ≤ t,-28,0.017735488712787628,cycling_8
Sum of contribution of events > t,-29,0.2599889039993286,cycling_8
Sum of contribution of events ≤ t,-29,0.01721377670764923,cycling_8
Sum of contribution of events > t,-30,0.26096518337726593,cycling_8
Sum of contribution of events ≤ t,-30,0.016237497329711914,cycling_8
Sum of contribution of events > t,-31,0.26210661977529526,cycling_8
Sum of contribution of events ≤ t,-31,0.015096060931682587,cycling_8
Sum of contribution of events > t,-32,0.26372770220041275,cycling_8
Sum of contribution of events ≤ t,-32,0.013474978506565094,cycling_8
Sum of contribution of events > t,-33,0.26529304683208466,cycling_8
Sum of contribution of events ≤ t,-33,0.011909633874893188,cycling_8
Sum of contribution of events > t,-34,0.2668405994772911,cycling_8
Sum of contribution of events ≤ t,-34,0.010362081229686737,cycling_8
Sum of contribution of events > t,-35,0.2674563601613045,cycling_8
Sum of contribution of events ≤ t,-35,0.00974632054567337,cycling_8
Sum of contribution of events > t,-36,0.26832450926303864,cycling_8
Sum of contribution of events ≤ t,-36,0.008878171443939209,cycling_8
Sum of contribution of events > t,-37,0.2690078914165497,cycling_8
Sum of contribution of events ≤ t,-37,0.008194789290428162,cycling_8
Sum of contribution of events > t,-38,0.26974502205848694,cycling_8
Sum of contribution of events ≤ t,-38,0.007457658648490906,cycling_8
Sum of contribution of events > t,-39,0.27062634378671646,cycling_8
Sum of contribution of events ≤ t,-39,0.006576336920261383,cycling_8
Sum of contribution of events > t,-40,0.27139823883771896,cycling_8
Sum of contribution of events ≤ t,-40,0.005804441869258881,cycling_8
Sum of contribution of events > t,-41,0.27176152914762497,cycling_8
Sum of contribution of events ≤ t,-41,0.005441151559352875,cycling_8
Sum of contribution of events > t,-42,0.27178313583135605,cycling_8
Sum of contribution of events ≤ t,-42,0.005419544875621796,cycling_8
Sum of contribution of events > t,-43,0.27250365912914276,cycling_8
Sum of contribution of events ≤ t,-43,0.004699021577835083,cycling_8
Sum of contribution of events > t,-44,0.2731536030769348,cycling_8
Sum of contribution of events ≤ t,-44,0.00404907763004303,cycling_8
Sum of contribution of events > t,-45,0.27342500537633896,cycling_8
Sum of contribution of events ≤ t,-45,0.0037776753306388855,cycling_8
Sum of contribution of events > t,-46,0.2736780643463135,cycling_8
Sum of contribution of events ≤ t,-46,0.0035246163606643677,cycling_8
Sum of contribution of events > t,-47,0.2738261818885803,cycling_8
Sum of contribution of events ≤ t,-47,0.003376498818397522,cycling_8
Sum of contribution of events > t,-48,0.27376385033130646,cycling_8
Sum of contribution of events ≤ t,-48,0.0034388303756713867,cycling_8
Sum of contribution of events > t,-49,0.27404820173978806,cycling_8
Sum of contribution of events ≤ t,-49,0.003154478967189789,cycling_8
Sum of contribution of events > t,-50,0.2743647173047066,cycling_8
Sum of contribution of events ≤ t,-50,0.0028379634022712708,cycling_8
Sum of contribution of events > t,-51,0.2746181860566139,cycling_8
Sum of contribution of events ≤ t,-51,0.002584494650363922,cycling_8
Sum of contribution of events > t,-52,0.2749328538775444,cycling_8
Sum of contribution of events ≤ t,-52,0.002269826829433441,cycling_8
Sum of contribution of events > t,-53,0.2750168442726135,cycling_8
Sum of contribution of events ≤ t,-53,0.002185836434364319,cycling_8
Sum of contribution of events > t,-54,0.2751777246594429,cycling_8
Sum of contribution of events ≤ t,-54,0.0020249560475349426,cycling_8
Sum of contribution of events > t,-55,0.2753620147705078,cycling_8
Sum of contribution of events ≤ t,-55,0.0018406659364700317,cycling_8
Sum of contribution of events > t,-56,0.27548898011446,cycling_8
Sum of contribution of events ≤ t,-56,0.0017137005925178528,cycling_8
Sum of contribution of events > t,-57,0.2756890431046486,cycling_8
Sum of contribution of events ≤ t,-57,0.0015136376023292542,cycling_8
Sum of contribution of events > t,-58,0.2758277580142021,cycling_8
Sum of contribution of events ≤ t,-58,0.0013749226927757263,cycling_8
Sum of contribution of events > t,-59,0.27589932084083557,cycling_8
Sum of contribution of events ≤ t,-59,0.001303359866142273,cycling_8
Sum of contribution of events > t,-60,0.2760165184736252,cycling_8
Sum of contribution of events ≤ t,-60,0.0011861622333526611,cycling_8
Sum of contribution of events > t,-61,0.2761540487408638,cycling_8
Sum of contribution of events ≤ t,-61,0.0010486319661140442,cycling_8
Sum of contribution of events > t,-62,0.2762624993920326,cycling_8
Sum of contribution of events ≤ t,-62,0.000940181314945221,cycling_8
Sum of contribution of events > t,-63,0.27637413889169693,cycling_8
Sum of contribution of events ≤ t,-63,0.0008285418152809143,cycling_8
Sum of contribution of events > t,-64,0.27642884105443954,cycling_8
Sum of contribution of events ≤ t,-64,0.0007738396525382996,cycling_8
Sum of contribution of events > t,-65,0.2764541953802109,cycling_8
Sum of contribution of events ≤ t,-65,0.0007484853267669678,cycling_8
Sum of contribution of events > t,-66,0.27650364488363266,cycling_8
Sum of contribution of events ≤ t,-66,0.0006990358233451843,cycling_8
Sum of contribution of events > t,-67,0.2765792980790138,cycling_8
Sum of contribution of events ≤ t,-67,0.0006233826279640198,cycling_8
Sum of contribution of events > t,-68,0.2766425311565399,cycling_8
Sum of contribution of events ≤ t,-68,0.0005601495504379272,cycling_8
Sum of contribution of events > t,-69,0.2767025828361511,cycling_8
Sum of contribution of events ≤ t,-69,0.0005000978708267212,cycling_8
Sum of contribution of events > t,-70,0.2767253890633583,cycling_8
Sum of contribution of events ≤ t,-70,0.00047729164361953735,cycling_8
Sum of contribution of events > t,-71,0.2767503932118416,cycling_8
Sum of contribution of events ≤ t,-71,0.000452287495136261,cycling_8
Sum of contribution of events > t,-72,0.2767970338463783,cycling_8
Sum of contribution of events ≤ t,-72,0.0004056468605995178,cycling_8
Sum of contribution of events > t,-73,0.27683859318494797,cycling_8
Sum of contribution of events ≤ t,-73,0.0003640875220298767,cycling_8
Sum of contribution of events > t,-74,0.2768711522221565,cycling_8
Sum of contribution of events ≤ t,-74,0.0003315284848213196,cycling_8
Sum of contribution of events > t,-75,0.2768951952457428,cycling_8
Sum of contribution of events ≤ t,-75,0.0003074854612350464,cycling_8
Sum of contribution of events > t,-76,0.2769070267677307,cycling_8
Sum of contribution of events ≤ t,-76,0.00029565393924713135,cycling_8
Sum of contribution of events > t,-77,0.2769242078065872,cycling_8
Sum of contribution of events ≤ t,-77,0.000278472900390625,cycling_8
Sum of contribution of events > t,-78,0.2769652530550957,cycling_8
Sum of contribution of events ≤ t,-78,0.00023742765188217163,cycling_8
Sum of contribution of events > t,-79,0.2769908010959625,cycling_8
Sum of contribution of events ≤ t,-79,0.00021187961101531982,cycling_8
Sum of contribution of events > t,-80,0.2770066261291504,cycling_8
Sum of contribution of events ≤ t,-80,0.0001960545778274536,cycling_8
Sum of contribution of events > t,-81,0.2770272195339203,cycling_8
Sum of contribution of events ≤ t,-81,0.00017546117305755615,cycling_8
Sum of contribution of events > t,-82,0.27703675627708435,cycling_8
Sum of contribution of events ≤ t,-82,0.00016592442989349365,cycling_8
Sum of contribution of events > t,-83,0.2770462855696678,cycling_8
Sum of contribution of events ≤ t,-83,0.00015639513731002808,cycling_8
Sum of contribution of events > t,-84,0.2770574688911438,cycling_8
Sum of contribution of events ≤ t,-84,0.0001452118158340454,cycling_8
Sum of contribution of events > t,-85,0.27707065641880035,cycling_8
Sum of contribution of events ≤ t,-85,0.00013202428817749023,cycling_8
Sum of contribution of events > t,-86,0.27707768231630325,cycling_8
Sum of contribution of events ≤ t,-86,0.00012499839067459106,cycling_8
Sum of contribution of events > t,-87,0.2770925685763359,cycling_8
Sum of contribution of events ≤ t,-87,0.00011011213064193726,cycling_8
Sum of contribution of events > t,-88,0.2770983353257179,cycling_8
Sum of contribution of events ≤ t,-88,0.00010434538125991821,cycling_8
Sum of contribution of events > t,-89,0.2771012783050537,cycling_8
Sum of contribution of events ≤ t,-89,0.0001014024019241333,cycling_8
Sum of contribution of events > t,-90,0.2771119102835655,cycling_8
Sum of contribution of events ≤ t,-90,9.0770423412323e-05,cycling_8
Sum of contribution of events > t,-91,0.277120441198349,cycling_8
Sum of contribution of events ≤ t,-91,8.223950862884521e-05,cycling_8
Sum of contribution of events > t,-92,0.27712178230285645,cycling_8
Sum of contribution of events ≤ t,-92,8.089840412139893e-05,cycling_8
Sum of contribution of events > t,-93,0.27713122963905334,cycling_8
Sum of contribution of events ≤ t,-93,7.145106792449951e-05,cycling_8
Sum of contribution of events > t,-94,0.2771359607577324,cycling_8
Sum of contribution of events ≤ t,-94,6.671994924545288e-05,cycling_8
Sum of contribution of events > t,-95,0.2771400660276413,cycling_8
Sum of contribution of events ≤ t,-95,6.261467933654785e-05,cycling_8
Sum of contribution of events > t,-96,0.27714359760284424,cycling_8
Sum of contribution of events ≤ t,-96,5.908310413360596e-05,cycling_8
Sum of contribution of events > t,-97,0.2771521285176277,cycling_8
Sum of contribution of events ≤ t,-97,5.0552189350128174e-05,cycling_8
Sum of contribution of events > t,-98,0.27715565264225006,cycling_8
Sum of contribution of events ≤ t,-98,4.70280647277832e-05,cycling_8
Sum of contribution of events > t,-99,0.27715911716222763,cycling_8
Sum of contribution of events ≤ t,-99,4.356354475021362e-05,cycling_8
Sum of contribution of events > t,-100,0.27716369926929474,cycling_8
Sum of contribution of events ≤ t,-100,3.898143768310547e-05,cycling_8
Sum of contribution of events > t,-101,0.2771662399172783,cycling_8
Sum of contribution of events ≤ t,-101,3.644078969955444e-05,cycling_8
Sum of contribution of events > t,-102,0.2771696299314499,cycling_8
Sum of contribution of events ≤ t,-102,3.30507755279541e-05,cycling_8
Sum of contribution of events > t,-103,0.27717332541942596,cycling_8
Sum of contribution of events ≤ t,-103,2.9355287551879883e-05,cycling_8
Sum of contribution of events > t,-104,0.27717502415180206,cycling_8
Sum of contribution of events ≤ t,-104,2.765655517578125e-05,cycling_8
Sum of contribution of events > t,-105,0.27717625349760056,cycling_8
Sum of contribution of events ≤ t,-105,2.642720937728882e-05,cycling_8
Sum of contribution of events > t,-106,0.2771793380379677,cycling_8
Sum of contribution of events ≤ t,-106,2.3342669010162354e-05,cycling_8
Sum of contribution of events > t,-107,0.277180477976799,cycling_8
Sum of contribution of events ≤ t,-107,2.2202730178833008e-05,cycling_8
Sum of contribution of events > t,-108,0.27718253433704376,cycling_8
Sum of contribution of events ≤ t,-108,2.014636993408203e-05,cycling_8
Sum of contribution of events > t,-109,0.2771849110722542,cycling_8
Sum of contribution of events ≤ t,-109,1.776963472366333e-05,cycling_8
Sum of contribution of events > t,-110,0.2771862670779228,cycling_8
Sum of contribution of events ≤ t,-110,1.6413629055023193e-05,cycling_8
Sum of contribution of events > t,-111,0.2771879956126213,cycling_8
Sum of contribution of events ≤ t,-111,1.4685094356536865e-05,cycling_8
Sum of contribution of events > t,-112,0.2771891802549362,cycling_8
Sum of contribution of events ≤ t,-112,1.3500452041625977e-05,cycling_8
Sum of contribution of events > t,-113,0.27719055861234665,cycling_8
Sum of contribution of events ≤ t,-113,1.2122094631195068e-05,cycling_8
Sum of contribution of events > t,-114,0.2771916314959526,cycling_8
Sum of contribution of events ≤ t,-114,1.1049211025238037e-05,cycling_8
Sum of contribution of events > t,-115,0.27719253301620483,cycling_8
Sum of contribution of events ≤ t,-115,1.0147690773010254e-05,cycling_8
Sum of contribution of events > t,-116,0.2771940305829048,cycling_8
Sum of contribution of events ≤ t,-116,8.650124073028564e-06,cycling_8
Sum of contribution of events > t,-117,0.2771944925189018,cycling_8
Sum of contribution of events ≤ t,-117,8.188188076019287e-06,cycling_8
Sum of contribution of events > t,-118,0.27719486504793167,cycling_8
Sum of contribution of events ≤ t,-118,7.815659046173096e-06,cycling_8
Sum of contribution of events > t,-119,0.2771959453821182,cycling_8
Sum of contribution of events ≤ t,-119,6.735324859619141e-06,cycling_8
Sum of contribution of events > t,-120,0.27719634771347046,cycling_8
Sum of contribution of events ≤ t,-120,6.332993507385254e-06,cycling_8
Sum of contribution of events > t,-121,0.277196928858757,cycling_8
Sum of contribution of events ≤ t,-121,5.751848220825195e-06,cycling_8
Sum of contribution of events > t,-122,0.2771975100040436,cycling_8
Sum of contribution of events ≤ t,-122,5.170702934265137e-06,cycling_8
Sum of contribution of events > t,-123,0.2771981433033943,cycling_8
Sum of contribution of events ≤ t,-123,4.537403583526611e-06,cycling_8
Sum of contribution of events > t,-124,0.2771981805562973,cycling_8
Sum of contribution of events ≤ t,-124,4.500150680541992e-06,cycling_8
Sum of contribution of events > t,-125,0.27719853073358536,cycling_8
Sum of contribution of events ≤ t,-125,4.149973392486572e-06,cycling_8
Sum of contribution of events > t,-126,0.2771987169981003,cycling_8
Sum of contribution of events ≤ t,-126,3.9637088775634766e-06,cycling_8
Sum of contribution of events > t,-127,0.27719881385564804,cycling_8
Sum of contribution of events ≤ t,-127,3.866851329803467e-06,cycling_8
Sum of contribution of events > t,-128,0.2771991863846779,cycling_8
Sum of contribution of events ≤ t,-128,3.4943222999572754e-06,cycling_8
Sum of contribution of events > t,-129,0.27719953656196594,cycling_8
Sum of contribution of events ≤ t,-129,3.1441450119018555e-06,cycling_8
Sum of contribution of events > t,-130,0.2771996781229973,cycling_8
Sum of contribution of events ≤ t,-130,3.0025839805603027e-06,cycling_8
Sum of contribution of events > t,-131,0.2772001251578331,cycling_8
Sum of contribution of events ≤ t,-131,2.555549144744873e-06,cycling_8
Sum of contribution of events > t,-132,0.2772001400589943,cycling_8
Sum of contribution of events ≤ t,-132,2.5406479835510254e-06,cycling_8
Sum of contribution of events > t,-133,0.27720025181770325,cycling_8
Sum of contribution of events ≤ t,-133,2.428889274597168e-06,cycling_8
Sum of contribution of events > t,-134,0.2772003933787346,cycling_8
Sum of contribution of events ≤ t,-134,2.2873282432556152e-06,cycling_8
Sum of contribution of events > t,-135,0.27720068395137787,cycling_8
Sum of contribution of events ≤ t,-135,1.996755599975586e-06,cycling_8
Sum of contribution of events > t,-136,0.2772008553147316,cycling_8
Sum of contribution of events ≤ t,-136,1.8253922462463379e-06,cycling_8
Sum of contribution of events > t,-137,0.2772010341286659,cycling_8
Sum of contribution of events ≤ t,-137,1.646578311920166e-06,cycling_8
Sum of contribution of events > t,-138,0.27720118314027786,cycling_8
Sum of contribution of events ≤ t,-138,1.4975666999816895e-06,cycling_8
Sum of contribution of events > t,-139,0.2772012799978256,cycling_8
Sum of contribution of events ≤ t,-139,1.4007091522216797e-06,cycling_8
Sum of contribution of events > t,-140,0.2772013917565346,cycling_8
Sum of contribution of events ≤ t,-140,1.2889504432678223e-06,cycling_8
Sum of contribution of events > t,-141,0.2772015556693077,cycling_8
Sum of contribution of events ≤ t,-141,1.125037670135498e-06,cycling_8
Sum of contribution of events > t,-142,0.27720165997743607,cycling_8
Sum of contribution of events ≤ t,-142,1.0207295417785645e-06,cycling_8
Sum of contribution of events > t,-143,0.27720171213150024,cycling_8
Sum of contribution of events ≤ t,-143,9.685754776000977e-07,cycling_8
Sum of contribution of events > t,-144,0.2772017866373062,cycling_8
Sum of contribution of events ≤ t,-144,8.940696716308594e-07,cycling_8
Sum of contribution of events > t,-145,0.2772018164396286,cycling_8
Sum of contribution of events ≤ t,-145,8.642673492431641e-07,cycling_8
Sum of contribution of events > t,-146,0.277201883494854,cycling_8
Sum of contribution of events ≤ t,-146,7.972121238708496e-07,cycling_8
Sum of contribution of events > t,-147,0.27720195800065994,cycling_8
Sum of contribution of events ≤ t,-147,7.227063179016113e-07,cycling_8
Sum of contribution of events > t,-148,0.2772020101547241,cycling_8
Sum of contribution of events ≤ t,-148,6.705522537231445e-07,cycling_8
Sum of contribution of events > t,-149,0.2772020697593689,cycling_8
Sum of contribution of events ≤ t,-149,6.109476089477539e-07,cycling_8
Sum of contribution of events > t,-150,0.27720214426517487,cycling_8
Sum of contribution of events ≤ t,-150,5.364418029785156e-07,cycling_8
Sum of contribution of events > t,-151,0.27720221877098083,cycling_8
Sum of contribution of events ≤ t,-151,4.6193599700927734e-07,cycling_8
Sum of contribution of events > t,-152,0.27720221877098083,cycling_8
Sum of contribution of events ≤ t,-152,4.6193599700927734e-07,cycling_8
Sum of contribution of events > t,-153,0.2772022858262062,cycling_8
Sum of contribution of events ≤ t,-153,3.948807716369629e-07,cycling_8
Sum of contribution of events > t,-154,0.2772023007273674,cycling_8
Sum of contribution of events ≤ t,-154,3.7997961044311523e-07,cycling_8
Sum of contribution of events > t,-155,0.2772023528814316,cycling_8
Sum of contribution of events ≤ t,-155,3.2782554626464844e-07,cycling_8
Sum of contribution of events > t,-156,0.27720237523317337,cycling_8
Sum of contribution of events ≤ t,-156,3.0547380447387695e-07,cycling_8
Sum of contribution of events > t,-157,0.27720239013433456,cycling_8
Sum of contribution of events ≤ t,-157,2.905726432800293e-07,cycling_8
Sum of contribution of events > t,-158,0.27720239013433456,cycling_8
Sum of contribution of events ≤ t,-158,2.905726432800293e-07,cycling_8
Sum of contribution of events > t,-159,0.27720242738723755,cycling_8
Sum of contribution of events ≤ t,-159,2.5331974029541016e-07,cycling_8
Sum of contribution of events > t,-160,0.27720245718955994,cycling_8
Sum of contribution of events ≤ t,-160,2.2351741790771484e-07,cycling_8
Sum of contribution of events > t,-161,0.27720244973897934,cycling_8
Sum of contribution of events ≤ t,-161,2.3096799850463867e-07,cycling_8
Sum of contribution of events > t,-162,0.2772024869918823,cycling_8
Sum of contribution of events ≤ t,-162,1.9371509552001953e-07,cycling_8
Sum of contribution of events > t,-163,0.2772025018930435,cycling_8
Sum of contribution of events ≤ t,-163,1.7881393432617188e-07,cycling_8
Sum of contribution of events > t,-164,0.2772024869918823,cycling_8
Sum of contribution of events ≤ t,-164,1.9371509552001953e-07,cycling_8
Sum of contribution of events > t,-165,0.2772025316953659,cycling_8
Sum of contribution of events ≤ t,-165,1.4901161193847656e-07,cycling_8
Sum of contribution of events > t,-166,0.2772025316953659,cycling_8
Sum of contribution of events ≤ t,-166,1.4901161193847656e-07,cycling_8
Sum of contribution of events > t,-167,0.2772025540471077,cycling_8
Sum of contribution of events ≤ t,-167,1.2665987014770508e-07,cycling_8
Sum of contribution of events > t,-168,0.2772025540471077,cycling_8
Sum of contribution of events ≤ t,-168,1.2665987014770508e-07,cycling_8
Sum of contribution of events > t,-169,0.2772025614976883,cycling_8
Sum of contribution of events ≤ t,-169,1.1920928955078125e-07,cycling_8
Sum of contribution of events > t,-170,0.2772025614976883,cycling_8
Sum of contribution of events ≤ t,-170,1.1920928955078125e-07,cycling_8
Sum of contribution of events > t,-171,0.2772025913000107,cycling_8
Sum of contribution of events ≤ t,-171,8.940696716308594e-08,cycling_8
Sum of contribution of events > t,-172,0.2772025987505913,cycling_8
Sum of contribution of events ≤ t,-172,8.195638656616211e-08,cycling_8
Sum of contribution of events > t,-173,0.2772025987505913,cycling_8
Sum of contribution of events ≤ t,-173,8.195638656616211e-08,cycling_8
Sum of contribution of events > t,-174,0.27720261365175247,cycling_8
Sum of contribution of events ≤ t,-174,6.705522537231445e-08,cycling_8
Sum of contribution of events > t,-175,0.27720261365175247,cycling_8
Sum of contribution of events ≤ t,-175,6.705522537231445e-08,cycling_8
Sum of contribution of events > t,-176,0.27720261365175247,cycling_8
Sum of contribution of events ≤ t,-176,6.705522537231445e-08,cycling_8
Sum of contribution of events > t,-177,0.27720261365175247,cycling_8
Sum of contribution of events ≤ t,-177,6.705522537231445e-08,cycling_8
Sum of contribution of events > t,-178,0.27720262855291367,cycling_8
Sum of contribution of events ≤ t,-178,5.21540641784668e-08,cycling_8
Sum of contribution of events > t,-179,0.27720262855291367,cycling_8
Sum of contribution of events ≤ t,-179,5.21540641784668e-08,cycling_8
Sum of contribution of events > t,-180,0.27720264345407486,cycling_8
Sum of contribution of events ≤ t,-180,3.725290298461914e-08,cycling_8
Sum of contribution of events > t,-181,0.27720264345407486,cycling_8
Sum of contribution of events ≤ t,-181,3.725290298461914e-08,cycling_8
Sum of contribution of events > t,-182,0.27720263600349426,cycling_8
Sum of contribution of events ≤ t,-182,4.470348358154297e-08,cycling_8
